profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,smooth_low__weak__n2000__nsim50,smooth_low__weak__nsim50__n2000__y10__seed20262420__full,smooth_low,weak,2000,50,10,3,25,50000,1729,20262420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-1.0605902353662808,1.0605902353662808,1.3765575311575013,0.0,50,0.1915977045911419,0.13677115583075333,0.0,0.15253,0.15253,0.16987033923860617,0.0,0.0,5.0920934316999045,5.078073975000734,254.60467158499523,0.0,0.0,0.0,0.0,0.0006666666666666666,0.09266666666666667,0.10466666666666667
full,smooth_low__weak__n2000__nsim50,smooth_low__weak__nsim50__n2000__y10__seed20262420__full,smooth_low,weak,2000,50,10,3,25,50000,1729,20262420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-8.023270941001066,8.028433713069623,13.30342453381993,0.0,50,0.1915977045911419,0.13677115583075333,0.0,0.15253,0.15253,0.02777131910416596,0.0,0.3,10.93973287876026,10.928548683999907,546.986643938013,0.0,0.0,0.0,0.0,0.0,0.008666666666666666,0.07533333333333334
