profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,simulation,seed,sample_first_stage,true_complier_share,true_first_stage,mean_psi_beta,abs_mean_psi_beta,near_zero_denominator,fragile_denominator,weak_first_stage,runtime_sec,pi_calls,pi_fallbacks,pi_empty_count,pi_constant_count,pi_imbalanced_count,p_calls,p_fallbacks,p_empty_count,p_constant_count,p_imbalanced_count,mu_calls,mu_fallbacks,mu_empty_count,mu_constant_count,mu_imbalanced_count,mu_w1_calls,mu_w1_fallbacks,mu_w1_empty_count,mu_w1_constant_count,mu_w1_imbalanced_count,mu_w0_calls,mu_w0_fallbacks,mu_w0_empty_count,mu_w0_constant_count,mu_w0_imbalanced_count,pi_fallback_rate,p_fallback_rate,mu_fallback_rate,mu_w1_fallback_rate,mu_w0_fallback_rate,pi_clip_rate,p_clip_rate
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20276420,0.8297859511606873,0.804,0.804,0.7892313933296496,0.7892313933296496,0,0,0,6.641382551999413,3,0,0,0,0,3,0,0,0,0,30,2,0,0,2,30,3,0,3,0,30,5,0,3,2,0.0,0.0,0.06666666666666667,0.1,0.16666666666666666,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,1,20276421,0.866547131147541,0.829,0.829,0.8327814003583194,0.8327814003583194,0,0,0,6.316125911005656,3,0,0,0,0,3,0,0,0,0,30,1,0,0,1,30,3,0,1,2,30,4,0,1,3,0.0,0.0,0.03333333333333333,0.1,0.13333333333333333,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,2,20276422,0.8306585944006664,0.809,0.809,0.8109381097730054,0.8109381097730054,0,0,0,6.182670481000969,3,0,0,0,0,3,0,0,0,0,30,1,0,0,1,30,4,0,3,1,30,3,0,3,0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.1,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,3,20276423,0.8442279653795047,0.829,0.829,0.8188905993846322,0.8188905993846322,0,0,0,5.569642825998017,3,0,0,0,0,3,0,0,0,0,30,3,0,0,3,30,4,0,0,4,30,6,0,3,3,0.0,0.0,0.1,0.13333333333333333,0.2,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,4,20276424,0.8602581255380983,0.812,0.812,0.8447773775811385,0.8447773775811385,0,0,0,5.757455524995748,3,0,0,0,0,3,0,0,0,0,30,2,0,0,2,30,4,0,3,1,30,4,0,3,1,0.0,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,5,20276425,0.8584702660406887,0.827,0.827,0.8183315887745889,0.8183315887745889,0,0,0,6.1712066260006395,3,0,0,0,0,3,0,0,0,0,30,0,0,0,0,30,3,0,1,2,30,4,0,3,1,0.0,0.0,0.0,0.1,0.13333333333333333,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,6,20276426,0.783859649122807,0.785,0.785,0.7678193691592026,0.7678193691592026,0,0,0,6.159635005002201,3,0,0,0,0,3,0,0,0,0,30,1,0,0,1,30,4,0,3,1,30,3,0,3,0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.1,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,7,20276427,0.8173162294956833,0.804,0.804,0.7944422498138075,0.7944422498138075,0,0,0,5.329688418001751,3,0,0,0,0,3,0,0,0,0,30,3,0,0,3,30,5,0,1,4,30,4,0,3,1,0.0,0.0,0.1,0.16666666666666666,0.13333333333333333,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,8,20276428,0.8539700949182302,0.821,0.821,0.8136079847732035,0.8136079847732035,0,0,0,5.721300951001467,3,0,0,0,0,3,0,0,0,0,30,1,0,0,1,30,3,0,3,0,30,4,0,1,3,0.0,0.0,0.03333333333333333,0.1,0.13333333333333333,0.0,0.0
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,9,20276429,0.8166803827596779,0.8,0.8,0.7917804904708603,0.7917804904708603,0,0,0,5.740206164999108,3,0,0,0,0,3,0,0,0,0,30,1,0,0,1,30,3,0,1,2,30,4,0,0,4,0.0,0.0,0.03333333333333333,0.1,0.13333333333333333,0.0,0.0
