profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.17911464510090094,0.1812468399410137,0.24884768503891916,0.0,50,0.8404489300835106,0.783859649122807,0.0,0.8156399999999999,0.8156399999999999,0.8111861660191182,0.0,0.0,5.781318477960303,5.76040496099813,289.06592389801517,0.0,0.0,0.0,0.0,0.028666666666666667,0.12,0.11866666666666667
full,baseline__strong__n1000__nsim50,baseline__strong__nsim50__n1000__y10__seed20276420__full,baseline,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20276420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-4.169630344619013,4.17104918929729,14.870655136599588,0.0,50,0.8404489300835106,0.783859649122807,0.0,0.8156399999999999,0.8156399999999999,0.07905824212507463,0.0,0.02,8.182360149039596,8.069501291996858,409.1180074519798,2e-05,0.02468,0.0,0.0,0.0,0.07400000000000001,0.05466666666666667
