y,true_dlate,cdf_y1_complier,cdf_y0_complier
-2.0667669459602354,-0.009188554166317026,0.002811110178736259,0.011999664345053285
-0.7453650623208662,-0.09410925568515567,0.05345305026432827,0.14756230594948394
-0.21252911359652862,-0.1628346060250063,0.12368884786439541,0.2865234538894017
0.185831221986921,-0.21293110682218677,0.20550474112612235,0.4184358479483091
0.5337430563979983,-0.24536376604850213,0.2981874632877402,0.5435512293362423
0.8765808251914154,-0.25430057900478303,0.40375094402953765,0.6580515230343207
1.24274002020416,-0.23881849458756388,0.5258873877653772,0.7647058823529411
1.6637435004220442,-0.20634387849290936,0.6576739112192665,0.8640177897121759
2.232969587520531,-0.13736678694302262,0.8064110094822522,0.9437777964252748
3.784871434349972,-0.015691868758915817,0.9824620290341529,0.9981538977930687
