y,true_dlate,cdf_y1_complier,cdf_y0_complier
-1.9995391609771775,-0.004812216038927872,0.0057800360244105705,0.010592252063338442
-0.898916145565559,-0.0711616528214641,0.07126918837540662,0.14243084119687072
-0.4793254730652832,-0.13570986907546306,0.14385568728660914,0.2795655563620722
-0.15887133568485334,-0.18469231389628193,0.22872812323574482,0.41342043713202675
0.12292434118275394,-0.22187273167190902,0.32411215958276207,0.5459848912546711
0.4084474162550569,-0.23934725918756888,0.43143264241739926,0.6707799016049681
0.7087180736239561,-0.2314702798612791,0.5498561711966019,0.781326451057881
1.0608151197724207,-0.20117213753797347,0.6821517864343899,0.8833239239723634
1.5423484096588358,-0.13277952523052938,0.8270021775949673,0.9597817028254967
2.7774734566814545,-0.01392585423555659,0.9853213968868457,0.9992472511224023
