profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,smooth_low__strong__n2000__nsim50,smooth_low__strong__nsim50__n2000__y10__seed20268420__full,smooth_low,strong,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20268420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.2441374611545068,0.2448525289527262,0.3147950967567523,0.0,50,0.7572824441276501,0.7229150178176136,0.0,0.74661,0.74661,0.7321036558977972,0.0,0.0,5.039454741500013,5.014729731499756,251.97273707500062,0.0,0.0,0.0,0.0,0.0,0.09200000000000001,0.10400000000000001
full,smooth_low__strong__n2000__nsim50,smooth_low__strong__nsim50__n2000__y10__seed20268420__full,smooth_low,strong,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20268420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-2.67475012224432,2.676120179215273,3.096794977110238,0.0,50,0.7572824441276501,0.7229150178176136,0.0,0.74661,0.74661,0.060777377014823476,0.0,0.0,10.885797335339957,10.852821455000594,544.2898667669979,0.0,0.00569,0.0,0.0,0.0,0.014666666666666668,0.08466666666666667
