profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,y,true_dlate,mean_estimate,bias,rmse,mae,nan_rate,pointwise_bias,pointwise_rmse,pointwise_mae,pointwise_nan_rate
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,-2.059308636775529,-0.0072505247090249945,-2.7671717481936104,-2.7599212234845854,2.8368680866459646,2.7599212234845854,0.0,-2.7599212234845854,2.8368680866459646,2.7599212234845854,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,-0.5667532637896701,-0.11009349360809005,-0.7069958212801484,-0.5969023276720583,0.6107929589288458,0.5969023276720583,0.0,-0.5969023276720583,0.6107929589288458,0.5969023276720583,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,0.012726401918078476,-0.1850791833619538,-0.7785699173055041,-0.5934907339435502,0.6054856695626857,0.5934907339435502,0.0,-0.5934907339435502,0.6054856695626857,0.5934907339435502,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,0.46641223239061314,-0.23449723335241368,-1.074945665428207,-0.8404484320757935,0.848762023933361,0.8404484320757935,0.0,-0.8404484320757935,0.848762023933361,0.8404484320757935,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,0.904997403485946,-0.25911085670673534,-0.9975362437534315,-0.7384253870466961,0.7523549888146265,0.7384253870466961,0.0,-0.7384253870466961,0.7523549888146265,0.7384253870466961,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,1.3848836117080139,-0.23945811867964129,-0.5205100917474156,-0.28105197306777435,0.30646020558949844,0.28105197306777435,0.0,-0.28105197306777435,0.30646020558949844,0.28105197306777435,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,2.0204509473616197,-0.1782102652165618,-0.12106406960243035,0.05714619561413146,0.13748966342622118,0.10737520798684128,0.0,0.05714619561413146,0.13748966342622118,0.10737520798684128,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,kan,3.7491730822215708,-0.020797557717992743,-2.239446101189373,-2.2186485434713803,2.2439762501801224,2.2186485434713803,0.0,-2.2186485434713803,2.2439762501801224,2.2186485434713803,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,rf,-2.059308636775529,-0.0072505247090249945,-0.5384758633925095,-0.5312253386834845,0.615950079825842,0.5312253386834845,0.0,-0.5312253386834845,0.615950079825842,0.5312253386834845,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,rf,-0.5667532637896701,-0.11009349360809005,-5.755615006439033,-5.6455215128309435,6.1801458800739955,5.6455215128309435,0.0,-5.6455215128309435,6.1801458800739955,5.6455215128309435,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,rf,0.012726401918078476,-0.1850791833619538,-8.365006750660992,-8.179927567299039,8.961584215169909,8.179927567299039,0.0,-8.179927567299039,8.961584215169909,8.179927567299039,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,rf,0.46641223239061314,-0.23449723335241368,-9.980611107802961,-9.746113874450547,10.537678168805085,9.746113874450547,0.0,-9.746113874450547,10.537678168805085,9.746113874450547,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,rf,0.904997403485946,-0.25911085670673534,-10.678496667491958,-10.419385810785222,11.413065896339962,10.419385810785222,0.0,-10.419385810785222,11.413065896339962,10.419385810785222,0.0
pilot,complex_local__weak__n2000__nsim10,complex_local__weak__nsim10__n2000__y8__seed20269420__pilot,complex_local,weak,2000,10,8,3,25,30000,1729,20269420,rf_core_v1,kan_core_v1,rf,1.3848836117080139,-0.23945811867964129,-9.121817702272923,-8.882359583593281,9.793931888466705,8.882359583593281,0.0,-8.882359583593281,9.793931888466705,8.882359583593281,0.0
