profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,baseline__weak__n500__nsim50,baseline__weak__nsim50__n500__y10__seed20269420__full,baseline,weak,500,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20269420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.49401272209233016,0.5101620382701225,0.7123162300767175,0.0,50,0.3005064522739315,0.24031231925968766,0.0,0.24132,0.24132,0.2703138020403233,0.0,0.0,4.469645780280043,4.462115760499728,223.48228901400216,0.0,0.0,0.0,0.0,0.15066666666666667,0.24,0.20133333333333334
full,baseline__weak__n500__nsim50,baseline__weak__nsim50__n500__y10__seed20269420__full,baseline,weak,500,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20269420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-2.1170530046128833,4.129101770415012,7.40728746061672,0.0,50,0.3005064522739315,0.24031231925968766,0.0,0.24132,0.24132,0.07604584626041909,0.0,0.1,5.558583350300032,5.5555999014995905,277.9291675150016,4e-05,0.00012,0.0,0.0,0.008,0.1,0.07733333333333334
