y,kan_avg_bias,kan_rmse,rf_avg_bias,rf_rmse
-2.7169596927470874,-0.4815752355161734,0.7859873190232224,-0.25244284772502434,0.8125839115565076
-1.093980738652733,-1.384346068142402,1.5294228273456552,-1.387312222836155,5.468251439694939
-0.42733401141770105,-0.4250122411132223,0.4616604296456549,-2.246919562784252,8.267240467798368
0.07451108442672974,-0.4869942488860737,0.5087566600980229,-2.815090756152649,9.080999587490208
0.5135422112255108,-0.5218665692331297,0.5474759561207254,-3.071792064340151,10.138374400947306
0.9417277882098722,-0.4682480834497397,0.49972720617011757,-3.493605889006679,8.758881313637358
1.3897198676984874,-0.30794393774748763,0.3516656625759512,-3.0666273769668657,9.17509686970885
1.922830847759616,-0.1620790602103785,0.2186214978002524,-2.575812245852879,7.828781051811814
2.622633959246558,-0.3938908138765507,0.7690289011219001,-2.1556623683640406,6.431315116218445
4.556139881777344,-0.30817096274814354,0.5768391655635176,-0.10526471210013501,0.9831192962363882
