y,avg_bias,rmse
-0.15103614829058998,0.0005,0.0005
-0.13924852572795743,-0.03793101130946906,0.03793101130946906
0.3238567299212436,0.0005,0.0005
0.3288396561741269,0.0005,0.0005
0.4289042169703192,0.0005,0.0005
0.8424827624565614,0.0005,0.0005
0.9956312937035898,0.0005,0.0005
1.0726159580368195,0.0005,0.0005
1.0857994140151241,0.0005,0.0005
1.0874361423529182,0.0005,0.0005
1.1412579918109031,0.0005,0.0005
1.217923948763492,0.0005,0.0005
1.22189573314179,0.0005,0.0005
1.2224686697700342,-0.03793101130946906,0.03793101130946906
1.280388037789228,0.0005,0.0005
1.3204259538139862,-0.04787869306671049,0.04787869306671049
1.3883060142616621,0.0005,0.0005
1.4521452427537929,0.0005,0.0005
1.4812806149992994,-0.03323183204683733,0.03323183204683733
1.499459832718344,0.0005,0.0005
1.5441023869946076,0.0005,0.0005
1.6503227237939306,-0.037227786997518206,0.037227786997518206
1.666615002254094,0.0005,0.0005
1.6669785201214031,0.0005,0.0005
1.75555838234187,0.0005,0.0005
1.7768655700993767,0.0005,0.0005
1.7883762507846424,0.0005,0.0005
1.7888787228499092,0.0005,0.0005
1.7889713821746707,-0.057283732333025895,0.057283732333025895
1.79693033513787,0.0005,0.0005
1.8038638316391467,0.0005,0.0005
1.8361281085967454,-0.04759986180315926,0.04759986180315926
1.840857579998068,0.0005,0.0005
1.8523492378227608,-0.04756332720623711,0.04756332720623711
1.857292004460703,-0.044020478349519346,0.044020478349519346
1.9688025102432434,0.0005,0.0005
1.9914959401395462,0.0005,0.0005
2.012233613054815,0.0005,0.0005
2.0243277799828308,-0.060313132836255015,0.060313132836255015
2.066705433268437,0.0005,0.0005
2.0987176500694646,0.0005,0.0005
2.1273024285753275,0.0005,0.0005
2.136896659931069,0.0005,0.0005
2.1499008801035275,0.0005,0.0005
2.167028972387393,0.0005,0.0005
2.196916910725095,-0.04992079159756148,0.04992079159756148
2.2497592523460908,0.0005,0.0005
2.2558287122668315,-0.038435760263999794,0.038435760263999794
2.2692344218665133,-0.04757353529216945,0.04757353529216945
2.289874235827752,0.0005,0.0005
2.339952970852135,0.001,0.001
2.374438234829463,0.0005,0.0005
2.386561558721427,0.0005,0.0005
2.4109660707400073,-0.05220143555820914,0.05220143555820914
2.421262776105668,0.0005,0.0005
2.430400177953464,0.0015,0.0015
2.4688713035966385,0.001,0.001
2.4899274793676707,0.002,0.002
2.515091323796808,-0.039351941772043646,0.039351941772043646
2.5619002407620277,0.0005,0.0005
2.584185865268026,-0.03743101130946906,0.03743101130946906
2.586884045817574,-0.03806782439966352,0.03806782439966352
2.613476625937375,-0.09071779084929509,0.09071779084929509
2.654655149469895,0.0005,0.0005
2.714516437389454,0.0015,0.0015
2.7595402523200923,0.001,0.001
2.761665672690197,0.0005,0.0005
2.7722343088453565,-0.03073183204683733,0.03073183204683733
2.783792802966569,-0.046594154954869814,0.046594154954869814
2.838677334531779,0.0005,0.0005
2.8985624601113518,-0.036227786997518205,0.036227786997518205
2.931084339383342,-0.04583566998117872,0.04583566998117872
2.9944490182447376,-0.07698942808291288,0.07698942808291288
3.0051173840686793,-0.06616212766986539,0.06616212766986539
3.0093732745869444,0.0025,0.0025
3.042642837679749,-0.11020653170516936,0.11020653170516936
3.056749169180573,-0.06464306721649236,0.06464306721649236
3.060427675910799,-0.10218769534673244,0.10218769534673244
3.0800275853543093,0.002,0.002
3.101831856266932,-0.042020478349519344,0.042020478349519344
3.1135885348654275,-0.049593380341962194,0.049593380341962194
3.1248269232284343,-0.1315534876636997,0.1315534876636997
3.1416579495375343,-0.04709986180315926,0.04709986180315926
3.1437858141575825,-0.09654659706920964,0.09654659706920964
3.1896666514358474,-0.11150058441049038,0.11150058441049038
3.232143731081388,-0.15127814024205938,0.15127814024205938
3.236151291716215,-0.11093754301535166,0.11093754301535166
3.2375245425911467,-0.03654705291611945,0.03654705291611945
3.307502963255067,-0.1668688234260624,0.1668688234260624
3.3083470128499544,-0.04211728418512623,0.04211728418512623
3.3695782372994607,0.002,0.002
3.393604282820167,-0.09217830914062866,0.09217830914062866
3.418338503334354,-0.05481141851945993,0.05481141851945993
3.419326059449133,-0.07913187726743721,0.07913187726743721
3.431281666463539,-0.08699250617586515,0.08699250617586515
3.4313105574055767,-0.044124333532955924,0.044124333532955924
3.536120225255801,-0.24752273589615204,0.24752273589615204
3.539092411102967,-0.19524867976644714,0.19524867976644714
3.5408776095389385,0.0045,0.0045
3.5530842637274045,-0.06921346610039517,0.06921346610039517
3.5886468263995983,-0.05800361914386104,0.05800361914386104
3.617238379252636,-0.2574799104013271,0.2574799104013271
3.6842746480006805,-0.058896776834798374,0.058896776834798374
3.7012675604004333,-0.11348331206286077,0.11348331206286077
3.7344959991270965,-0.2111549516569908,0.2111549516569908
3.749794609804388,-0.13289999876209435,0.13289999876209435
3.757959225593551,-0.1597862518606501,0.1597862518606501
3.7589182747515935,-0.2264155883185727,0.2264155883185727
3.775000941891804,-0.2853888042707594,0.2853888042707594
3.8651266491564575,-0.18814250502717847,0.18814250502717847
3.879164172661355,-0.16084735308656645,0.16084735308656645
3.9065272980607637,-0.17316731969727459,0.17316731969727459
3.9459030607660175,-0.31521482697381603,0.31521482697381603
3.9558441428716566,-0.17476782180168723,0.17476782180168723
3.9768876320251154,-0.13273663863376506,0.13273663863376506
3.9792289583857867,-0.19207058708522873,0.19207058708522873
4.063188002691414,-0.18538050559727573,0.18538050559727573
4.068125773214794,-0.1393175153939639,0.1393175153939639
4.111338722552699,-0.20604865174892856,0.20604865174892856
4.130774490378522,-0.16786798664520247,0.16786798664520247
4.146802196428773,-0.13146347264868152,0.13146347264868152
4.1768375217757505,-0.2660129918377889,0.2660129918377889
4.233339654147606,-0.1796665136477233,0.1796665136477233
4.296314293184827,-0.2620577330299847,0.2620577330299847
4.323925016683728,-0.21592631302065027,0.21592631302065027
4.325122087576504,-0.08881141414737853,0.08881141414737853
4.343256248015956,-0.11612143100944042,0.11612143100944042
4.3463717080731605,-0.1522737681277848,0.1522737681277848
4.352131546919795,-0.25047489827747405,0.25047489827747405
4.3711764478587085,-0.42896157104340915,0.42896157104340915
4.410530792628451,-0.5531060263461335,0.5531060263461335
4.423313238091708,-0.22655857379956446,0.22655857379956446
4.435222390492404,-0.392118912054472,0.392118912054472
4.447187790478323,-0.5156661528150648,0.5156661528150648
4.460068970377616,-0.35199487874233343,0.35199487874233343
4.472788276357492,-0.1729018429528344,0.1729018429528344
4.483553145042748,-0.187656410664527,0.187656410664527
4.549988592431472,-0.2722493280763888,0.2722493280763888
4.589255594495393,-0.4172599466212417,0.4172599466212417
4.590678146527304,-0.5750137485735292,0.5750137485735292
4.620179593252941,-0.3199257019191973,0.3199257019191973
4.623429882164709,-0.19434056931099325,0.19434056931099325
4.6656464222019824,-0.2587095056415483,0.2587095056415483
4.70937457809338,-0.17456702055907888,0.17456702055907888
4.725724454880084,-0.3886698084184606,0.3886698084184606
4.739934468828801,-0.23530336630249288,0.23530336630249288
4.79073209407777,-0.357285029315273,0.357285029315273
4.791880983250124,-0.3156689421495284,0.3156689421495284
4.803006028645088,-0.7200314051405068,0.7200314051405068
4.822356109939102,-0.6164798560873275,0.6164798560873275
4.856409275108718,-0.5185583642647832,0.5185583642647832
4.860038523675808,-0.7645395481794671,0.7645395481794671
4.955936308741158,-0.5420628808225294,0.5420628808225294
4.981272344695198,-0.5691307845952565,0.5691307845952565
4.984497895811968,-0.7092433040684614,0.7092433040684614
5.025990971819431,-0.5638247555069574,0.5638247555069574
5.028596325149226,-0.4272181710835912,0.4272181710835912
5.058025927514185,-0.6742679727661138,0.6742679727661138
5.103673195852814,-0.5037600442512127,0.5037600442512127
5.119601705830144,-0.7916016938703447,0.7916016938703447
5.196792244081376,-0.6022892812284996,0.6022892812284996
5.199577970184152,-0.5147960656283084,0.5147960656283084
5.239258826660777,-0.3661465866300501,0.3661465866300501
5.2613819947162765,-0.660279951415392,0.660279951415392
5.307620256264009,-0.6601051976676557,0.6601051976676557
5.324804239925738,-0.6113113212528943,0.6113113212528943
5.3524587434630195,-0.36365893810617755,0.36365893810617755
5.354141696537471,-0.6196766823105102,0.6196766823105102
5.38400011057362,-0.5582428462006228,0.5582428462006228
5.395041932746195,-0.5389623744670683,0.5389623744670683
5.42259070416816,-0.903605369010234,0.903605369010234
5.472230290050474,-0.6032346896859947,0.6032346896859947
5.502008728436953,-1.0162551483010527,1.0162551483010527
5.549985748689906,-0.5958277705752681,0.5958277705752681
5.587422357456657,-0.8380948433048242,0.8380948433048242
5.590911559879389,-0.5944217720968376,0.5944217720968376
5.593495005972434,-0.7162139295007693,0.7162139295007693
5.631394933821056,-1.1254904841879858,1.1254904841879858
5.662325310363109,-0.75961564793549,0.75961564793549
5.681395111963232,-1.1397064839047384,1.1397064839047384
5.683986649039016,-1.1661277907054766,1.1661277907054766
5.694889819252645,-0.5562154294785439,0.5562154294785439
5.726658966827226,-0.7318779255953899,0.7318779255953899
5.729581747494349,-0.6866421253949726,0.6866421253949726
5.733037941317988,-1.1012945520225348,1.1012945520225348
5.752717631419112,-1.3941216935561431,1.3941216935561431
5.791630172012988,-0.7180043023499603,0.7180043023499603
5.808932951691326,-0.8771638246155715,0.8771638246155715
5.820749629486549,-0.9611848427099263,0.9611848427099263
5.846754903685715,-0.6495952291807111,0.6495952291807111
5.87385332979954,-1.0533133670333157,1.0533133670333157
5.900011177940427,-0.7606213911037609,0.7606213911037609
5.992817361755941,-1.1200231423311526,1.1200231423311526
6.000410652852406,-0.9376685595373688,0.9376685595373688
6.014716033248029,-1.2997435856022928,1.2997435856022928
6.020138352354592,-0.6892757525440703,0.6892757525440703
6.04288435696131,-1.0309782680118633,1.0309782680118633
6.060542878208469,-0.902698572850253,0.902698572850253
6.069891832034376,-1.5757440646808691,1.5757440646808691
6.102838668098981,-1.738573629851602,1.738573629851602
6.105619808775239,-1.4929216870122555,1.4929216870122555
6.152954342730724,-1.3088188052170506,1.3088188052170506
6.159734286490032,-1.1515253505479899,1.1515253505479899
6.219201181819548,-1.6437599012234534,1.6437599012234534
6.261277128989963,-1.4485841222529827,1.4485841222529827
