y,kan_avg_bias,kan_rmse,rf_avg_bias,rf_rmse
-2.0861216382228847,-0.43567145095235615,0.5045245428760449,-0.2626809912309349,0.29375529600783734
-0.7360225906910121,-0.11170736623764535,0.11780809853537007,-1.8456839763944208,1.8991297020923916
-0.20890163998249225,-0.12151286829515254,0.12744644069911548,-2.834048149890316,2.922827509937993
0.19296759624333934,-0.14914149626511236,0.15641752794469074,-3.493994018660719,3.59768828624955
0.5475588032229506,-0.16706937186360718,0.17153936294975805,-3.8305049296208633,3.9324350553795666
0.8993070004632052,-0.15123206720097299,0.15772968085250536,-3.9145751329466982,4.004040607980095
1.2708699010455702,-0.09928720692946566,0.1107048350441706,-3.6798067899829823,3.759320818366048
1.6946194253910267,-0.03545289923676929,0.05766784147154363,-3.1118351591571565,3.1881360498901388
2.260192739848693,0.013786196565747961,0.05546542819833222,-2.0839284200401034,2.1384788473062373
3.820754546067931,-0.42421062021040845,0.4631399490153645,-0.31731715774806335,0.33989304631522044
