profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,complex_local__strong__n1000__nsim50,complex_local__strong__nsim50__n1000__y10__seed20285420__full,complex_local,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20285420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.1681499150625742,0.17507226754000557,0.2442526095140782,0.0,50,0.7686495844012629,0.7216464749671581,0.0,0.76802,0.76802,0.7447724225467977,0.0,0.0,5.130933839320205,5.031412567499501,256.54669196601026,0.0,0.0,0.0,0.0,0.04666666666666667,0.12133333333333333,0.142
full,complex_local__strong__n1000__nsim50,complex_local__strong__nsim50__n1000__y10__seed20285420__full,complex_local,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20285420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-2.5374374725672255,2.53755016376899,2.926789668965308,0.0,50,0.7686495844012629,0.7216464749671581,0.0,0.76802,0.76802,0.07843488651066467,0.0,0.0,9.282717414599901,8.391206591499213,464.1358707299951,0.0,0.00628,0.0,0.0,0.0006666666666666666,0.028666666666666667,0.07400000000000001
