y,kan_avg_bias,kan_rmse,rf_avg_bias,rf_rmse
-7.3519092160330946,-0.0019641271953948704,0.0019641271953948704,0.0005011832242180647,0.0005011832242180647
-6.514332733761201,-0.0017486324670336626,0.0017486324670336626,0.005768026821241097,0.005768026821241097
-6.291098207054091,-0.0016317971791065884,0.0016317971791065884,-0.004429080563136626,0.004429080563136626
-6.081447252075174,-0.001563058390518238,0.001563058390518238,0.02279038014696113,0.02279038014696113
-5.744426588167547,-0.0015370827431340022,0.0015370827431340022,0.02719085204118376,0.02719085204118376
-5.736409211560332,-0.0016885233532212174,0.0016885233532212174,0.0018343651090215894,0.0018343651090215894
-5.723995188683535,-0.0015487619920066973,0.0015487619920066973,0.005270331813452107,0.005270331813452107
-5.632385353934037,-0.0016595280119036668,0.0016595280119036668,0.01864068322262072,0.01864068322262072
-5.5930072032604805,-0.0016616797642483808,0.0016616797642483808,0.02269163441427422,0.02269163441427422
-5.581902490412904,-0.0015370000556618048,0.0015370000556618048,0.007894912927011574,0.007894912927011574
-5.57493913972907,-0.0015797603170776588,0.0015797603170776588,0.024880588925282738,0.024880588925282738
-5.470180503926159,-0.001750773903356275,0.001750773903356275,0.014563536016740129,0.014563536016740129
-5.451236033169716,-0.0016012499920041732,0.0016012499920041732,0.023164101245302677,0.023164101245302677
-5.394537290743801,-0.00174620225610852,0.00174620225610852,0.003922820699562309,0.003922820699562309
-5.366848137016527,0.002859149611473715,0.002859149611473715,-0.05976456753010468,0.05976456753010468
-5.337774180300765,-0.0017256200076024965,0.0017256200076024965,0.009181484456906875,0.009181484456906875
-5.336405643958624,0.002641795985742937,0.002641795985742937,0.00048452375601805024,0.00048452375601805024
-5.330958113440892,-0.0017381720786201304,0.0017381720786201304,0.008896388502280611,0.008896388502280611
-5.326724213884491,-0.0019968690879665356,0.0019968690879665356,1.191761730784239e-05,1.191761730784239e-05
-5.326692487931608,-0.0016641542468317648,0.0016641542468317648,-0.02232584675490013,0.02232584675490013
-5.27004593628241,-0.0016251013961704579,0.0016251013961704579,0.0065501079823537,0.0065501079823537
-5.210389360918976,-0.0017993456650574743,0.0017993456650574743,0.00921239674107356,0.00921239674107356
-5.205103153518628,-0.001127879957493149,0.001127879957493149,0.01201804994807434,0.01201804994807434
-5.165853139669125,0.0028446408470950107,0.0028446408470950107,0.19628757344839237,0.19628757344839237
-5.1594924386199805,-0.0015795166066936983,0.0015795166066936983,0.006539444960643955,0.006539444960643955
-5.147896985682082,-0.0016790754993681184,0.0016790754993681184,0.0073796538300745975,0.0073796538300745975
-5.141922734219914,-0.0016376523690417402,0.0016376523690417402,0.0073972283271986055,0.0073972283271986055
-5.099924729111716,-0.001767176543021934,0.001767176543021934,0.01877236168307358,0.01877236168307358
