profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
pilot,complex_local__weak__n500__nsim10,complex_local__weak__nsim10__n500__y8__seed20268420__pilot,complex_local,weak,500,10,8,3,25,30000,1729,20268420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.5234594483775703,0.5850538270281187,0.8549580812919568,0.0,10,0.17582267031216428,0.11201642819289881,0.0,0.176,0.176,0.16525139008967787,0.0,0.0,3.4855462117997376,3.4576672879993566,34.85546211799738,0.0,0.0,0.0,0.0,0.175,0.2375,0.225
pilot,complex_local__weak__n500__nsim10,complex_local__weak__nsim10__n500__y8__seed20268420__pilot,complex_local,weak,500,10,8,3,25,30000,1729,20268420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-1.942851427795011,1.9460065107230562,2.379369554313338,0.0,10,0.17582267031216428,0.11201642819289881,0.0,0.176,0.176,0.09296800325462859,0.0,0.0,4.6441721682997015,4.651261707500453,46.44172168299701,0.0002,0.0,0.0,0.0,0.008333333333333333,0.0625,0.1
