y_value,true_dlate,kan_estimate,kan_bias,kan_rmse,kan_std,kan_se_mean,kan_ci_lower_mean,kan_ci_upper_mean,kan_coverage,rf_estimate,rf_bias,rf_rmse,rf_std,rf_se_mean,rf_ci_lower_mean,rf_ci_upper_mean,rf_coverage,p_value_rmse_diff,p_corrected_rmse_diff,kan_significantly_better
3.8965517241379324,-0.8987040499885376,-0.7963081226118734,0.1023959273766648,0.1108387019700084,0.04096032569569923,0.0459216821765862,-0.8863146196779818,-0.7063016255457647,0.37,-0.9137824179222395,-0.015078367933701537,0.03978255986457219,0.03722564364694952,0.035395425999623455,-0.9831574528815017,-0.8444073829629781,0.89,1.0,1.0,False
4.689655172413794,-0.8939520370632758,-0.784969176323201,0.10898286074007515,0.1168011662207824,0.044012439628234166,0.0458781749502175,-0.8748903992256277,-0.6950479534207749,0.305,-0.8805226166412946,0.013429420421981333,0.04223583819718379,0.04326595930925917,0.040702158463502086,-0.9602988472297587,-0.8007463860528307,0.96,1.0,1.0,False
5.482758620689655,-0.8553979668453289,-0.7416551137287212,0.11374285311660862,0.12128152033812777,0.0463990832524108,0.048100234375089056,-0.8359315731038958,-0.6473786543535459,0.285,-0.8054199691397791,0.04997799770555034,0.06925009332786332,0.052592732380863344,0.05078425914512883,-0.9049571170642313,-0.7058828212153268,0.845,1.0,1.0,False
6.275862068965518,-0.7869169961520985,-0.6735971879980778,0.11331980815402115,0.12279195466206526,0.053867293226647794,0.05207893805521997,-0.7756719065863089,-0.5715224694098463,0.39,-0.6992073018734714,0.08770969427862693,0.10529831128265925,0.06403216232225199,0.06261255619817627,-0.8219279120218972,-0.5764866917250457,0.745,0.99999999999729,1.0,False
7.068965517241381,-0.694772612099495,-0.588389127920879,0.10638348417861683,0.11688894931857073,0.05650706457518746,0.05640614936814181,-0.6989451806824368,-0.477833075159321,0.515,-0.580111323764464,0.1146612883350318,0.13111685627802158,0.0690616377261898,0.07405329544925719,-0.7252557828450078,-0.4349668646839197,0.66,0.009683484760127406,0.03227828253375802,True
7.862068965517242,-0.5867449822602492,-0.4906048423496958,0.09614013991055367,0.10898190852445076,0.058662507651358886,0.060070397330888585,-0.6083428211182373,-0.3728668635811545,0.7,-0.44078929106815623,0.14595569119209353,0.16124052741736025,0.07454400960697805,0.08268524505873173,-0.6028523713832707,-0.2787262107530419,0.605,2.0058707657196977e-26,1.5044030742897733e-25,True
8.655172413793103,-0.47368267773560085,-0.40220014786298336,0.07148252987261752,0.08924108455261065,0.06053803240332871,0.06215339914703635,-0.5240208101911749,-0.28037948553479214,0.86,-0.31450618904560096,0.15917648868999992,0.1774482906857551,0.08294596136929004,0.08748933879006483,-0.48598529307412863,-0.1430270850170739,0.55,5.120538748772053e-45,7.680808123158079e-44,True
9.448275862068968,-0.3634628952052275,-0.31984139806367784,0.04362149714154984,0.07024668166106982,0.061340387468441504,0.06261637870331571,-0.4425695003221765,-0.197113295805179,0.955,-0.19732721607526352,0.16613567912996433,0.1855348309710584,0.08730010537203825,0.08827188573025778,-0.3703401121065687,-0.02431432004395828,0.56,1.297859321584873e-60,3.8935779647546192e-59,True
10.24137931034483,-0.26516663737415913,-0.2656218847985913,-0.0004552474244321662,0.055368562397135834,0.06198776524679599,0.061362060189370994,-0.38589152276975885,-0.14535224682742415,0.975,-0.1165041848390943,0.14866245253506474,0.168630363199411,0.08551462408739462,0.08468079833206099,-0.28247854956993385,0.04947017989174515,0.575,6.7611077525062655e-43,6.761107752506265e-42,True
11.03448275862069,-0.18533280629313367,-0.22993822961171395,-0.04460542331858032,0.06642393479761212,0.05457019721559268,0.05906202584852365,-0.3456998002748206,-0.11417665894860754,0.925,-0.07015469242650274,0.11517811386663084,0.13483903894766183,0.07524378853562678,0.0777718380947755,-0.22258749509226292,0.0822781102392573,0.73,4.520858201312018e-20,2.260429100656009e-19,True
11.827586206896552,-0.12391105607371715,-0.2046008443750319,-0.08068978830131467,0.09319240683484975,0.049529054232792406,0.056465827545644755,-0.3152738663644956,-0.09392782238556814,0.72,-0.0379817674912937,0.0859292885824234,0.10645714771900408,0.06667526179084239,0.06800531768603765,-0.1712721901559274,0.09530865517334003,0.82,0.09871249847009764,0.2692159049184481,False
12.620689655172413,-0.0792051663594238,-0.18992920824760634,-0.11072404188818251,0.11946855828395217,0.047094046475360245,0.05393023046928178,-0.29563245996739856,-0.08422595652781421,0.445,-0.025809716096730925,0.0533954502626929,0.07602750594578024,0.05747931688877081,0.05619930567494171,-0.13596035521961666,0.08434092302615483,0.895,0.9999999999999999,1.0,False
13.413793103448278,-0.049157957139001916,-0.17869571371216098,-0.1295377565731589,0.1363824260771906,0.044341618120101546,0.05184201416907965,-0.28030606148355697,-0.07708536594076465,0.27,-0.013916264620079465,0.0352416925189224,0.055593611955512184,0.04570070525180663,0.04619651488424726,-0.10446143379320412,0.07662890455304514,0.925,1.0,1.0,False
14.206896551724139,-0.029653783662841816,-0.17304923097464037,-0.1433954473117984,0.1497360640232657,0.04429069447535344,0.05024119577976214,-0.27152197470297407,-0.07457648724630657,0.14,-0.009474412497317451,0.020179371165524384,0.0437754756882155,0.040893582525742246,0.0366390847508931,-0.08128701860906794,0.062338193614433095,0.94,1.0,1.0,False
15.0,-0.016527269543209468,-0.16752952004388302,-0.1510022505006736,0.15621405105612818,0.04067848483383903,0.04900946266311048,-0.2635880668635796,-0.07147097322418641,0.085,-0.0023780164938276243,0.01414925304938183,0.031101724078879154,0.02942269280958209,0.028376988022003603,-0.057996913016954664,0.05324088002929943,0.965,1.0,1.0,False
