y,true_dlate,cdf_y1_complier,cdf_y0_complier
-2.058825848564476,-0.009267631103074141,0.002938517179023508,0.012206148282097649
-0.7501909905515641,-0.08295660036166366,0.04758137432188065,0.1305379746835443
-0.22127936553062727,-0.14364828209764918,0.11200271247739602,0.2556509945750452
0.17403460030357734,-0.2035488245931284,0.1820750452079566,0.385623869801085
0.5214683829304213,-0.23858499095840863,0.27249095840867993,0.5110759493670886
0.8574233048570674,-0.2509041591320072,0.37624321880650996,0.6271473779385172
1.2179672368143948,-0.2467224231464738,0.4950271247739602,0.741749547920434
1.6284315828384108,-0.21745027124773952,0.6253390596745028,0.8427893309222423
2.196588654420764,-0.1517857142857143,0.781871609403255,0.9336573236889693
3.7212439129919943,-0.020343580470162714,0.9771699819168174,0.9975135623869801
