profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,complex_local__weak__n1000__nsim50,complex_local__weak__nsim50__n1000__y10__seed20279420__full,complex_local,weak,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20279420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.7994722496996881,0.833129384134352,1.181580608911852,0.0,50,0.17852952803233108,0.1154989869943141,0.0,0.17981999999999998,0.17981999999999998,0.16530035901751122,0.0,0.0,5.099630787060305,5.088948878001247,254.98153935301525,0.0,0.0,0.0,0.0,0.027999999999999997,0.12066666666666666,0.132
full,complex_local__weak__n1000__nsim50,complex_local__weak__nsim50__n1000__y10__seed20279420__full,complex_local,weak,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20279420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-4.608871772935021,4.609222918760856,7.321513042297172,0.0,50,0.17852952803233108,0.1154989869943141,0.0,0.17981999999999998,0.17981999999999998,0.05202658834684752,0.0,0.06,8.081688713439798,8.072798704000888,404.0844356719899,0.0,0.0,0.0,0.0,0.0006666666666666666,0.022000000000000002,0.05
