profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,simulation,seed,y,dlate_est,true_dlate,bias,abs_error,sample_first_stage,true_complier_share,true_first_stage,mean_psi_beta,abs_mean_psi_beta,near_zero_denominator,fragile_denominator,weak_first_stage,runtime_sec
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,-2.0667669459602354,-1.2586566983259337,-0.009188554166317026,-1.2494681441596167,1.2494681441596167,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,-0.7453650623208662,-0.34323990911059926,-0.09410925568515567,-0.2491306534254436,0.2491306534254436,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,-0.21252911359652862,-0.43946948336785385,-0.1628346060250063,-0.27663487734284753,0.27663487734284753,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,0.185831221986921,-0.488756614216508,-0.21293110682218677,-0.2758255073943212,0.2758255073943212,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,0.5337430563979983,-0.5714436450579551,-0.24536376604850213,-0.32607987900945296,0.32607987900945296,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,0.8765808251914154,-0.5251680696367697,-0.25430057900478303,-0.2708674906319866,0.2708674906319866,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,1.24274002020416,-0.4076718545414819,-0.23881849458756388,-0.16885335995391804,0.16885335995391804,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,1.6637435004220442,-0.32367030969565175,-0.20634387849290936,-0.11732643120274239,0.11732643120274239,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,2.232969587520531,-0.08735596212297711,-0.13736678694302262,0.05001082482004551,0.05001082482004551,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,0,20283420,3.784871434349972,-0.8456973299625705,-0.015691868758915817,-0.8300054612036547,0.8300054612036547,0.4832542238884788,0.4835,0.4835,0.45994425126930133,0.45994425126930133,0,0,0,5.970733317997656
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,1,20283421,-2.0667669459602354,-1.0795267261115797,-0.009188554166317026,-1.0703381719452627,1.0703381719452627,0.49532063756881195,0.4755,0.4755,0.48252223900213553,0.48252223900213553,0,0,0,4.935406680000597
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,1,20283421,-0.7453650623208662,-0.2012516624831421,-0.09410925568515567,-0.10714240679798644,0.10714240679798644,0.49532063756881195,0.4755,0.4755,0.48252223900213553,0.48252223900213553,0,0,0,4.935406680000597
