profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.3398292029263596,0.348197176264959,0.4935175584675969,0.0,50,0.47165034360232083,0.434689745925701,0.0,0.47489,0.47489,0.450681038906242,0.0,0.0,5.315334338059619,5.2879582599998685,265.766716902981,0.0,0.0,0.0,0.0,0.0,0.09333333333333334,0.09933333333333333
full,complex_local__medium__n2000__nsim50,complex_local__medium__nsim50__n2000__y10__seed20283420__full,complex_local,medium,2000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20283420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-3.664576046979871,3.664576046979871,4.282188482062671,0.0,50,0.47165034360232083,0.434689745925701,0.0,0.47489,0.47489,0.05362279540595976,0.0,0.0,12.620022433339908,12.45187685899873,631.0011216669955,0.0,7.000000000000001e-05,0.0,0.0,0.0,0.008,0.042666666666666665
