profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,smooth_low__strong__n1000__nsim50,smooth_low__strong__nsim50__n1000__y10__seed20267420__full,smooth_low,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20267420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.22243594872928035,0.22266386690349685,0.27805951389499006,0.0,50,0.758433299847386,0.7218096286657991,0.0,0.7462399999999999,0.7462399999999999,0.7308933727791935,0.0,0.0,5.840860374119875,5.8336867689995415,292.04301870599375,0.0,0.0,0.0,0.0,0.04333333333333333,0.114,0.15466666666666667
full,smooth_low__strong__n1000__nsim50,smooth_low__strong__nsim50__n1000__y10__seed20267420__full,smooth_low,strong,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20267420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-2.238023098941422,2.240339549050041,2.642932392608101,0.0,50,0.758433299847386,0.7218096286657991,0.0,0.7462399999999999,0.7462399999999999,0.07926516743888959,0.0,0.0,7.091876626419835,7.095306474002427,354.59383132099174,0.0,0.0062,0.0,0.0,0.0013333333333333333,0.042,0.08733333333333335
