profile_name,scenario_label,run_label,design_name,instrument_strength,n_samples,n_simulations,y_points,k_folds,kan_steps,kan_hidden_dim,kan_grid_size,kan_spline_order,kan_lr,kan_weight_decay,kan_reg_strength,kan_min_class_count,probability_epsilon,truth_sample_size,truth_seed,seed_base,rf_config_id,kan_config_id,model,model_config_id,scenario_signed_bias,scenario_mean_abs_error,scenario_integrated_rmse,scenario_nan_rate,replications,mean_sample_first_stage,min_sample_first_stage,weak_first_stage_share,mean_true_complier_share,mean_true_first_stage,mean_abs_psi_beta,near_zero_denominator_share,fragile_denominator_share,mean_runtime_sec,median_runtime_sec,total_runtime_sec,mean_pi_clip_rate,mean_p_clip_rate,mean_pi_fallback_rate,mean_p_fallback_rate,mean_mu_fallback_rate,mean_mu_w1_fallback_rate,mean_mu_w0_fallback_rate
full,baseline__weak__n1000__nsim50,baseline__weak__nsim50__n1000__y10__seed20270420__full,baseline,weak,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20270420,rf_core_v1,kan_core_v1,kan,kan_core_v1,-0.4889496516406934,0.5013582222719675,0.6899471359117814,0.0,50,0.3125521616219008,0.25141267001732115,0.0,0.24588000000000002,0.24588000000000002,0.2813331245106852,0.0,0.0,5.155191051100046,5.166364674998476,257.7595525550023,0.0,0.0,0.0,0.0,0.04866666666666667,0.14133333333333334,0.12866666666666668
full,baseline__weak__n1000__nsim50,baseline__weak__nsim50__n1000__y10__seed20270420__full,baseline,weak,1000,50,10,3,25,16,4,3,0.001,0.0001,0.0001,5,1e-06,50000,1729,20270420,rf_core_v1,kan_core_v1,rf,rf_core_v1,-5.053582100246391,5.0593867529018315,8.744745411589392,0.0,50,0.3125521616219008,0.25141267001732115,0.0,0.24588000000000002,0.24588000000000002,0.04989461054341269,0.0,0.08,7.710611342040065,7.716580338001222,385.53056710200326,2e-05,6e-05,0.0,0.0,0.0,0.07533333333333334,0.05733333333333333
